Latitude	Longitude	Prob (%)
29.0	-120.2	0.0
29.2	-120.2	0.0
29.4	-120.2	0.0
29.6	-120.2	0.0
29.8	-120.2	0.0
30.0	-120.2	0.0
30.2	-120.2	0.0
30.4	-120.2	0.0
30.6	-120.2	0.0
30.8	-120.2	0.0
31.0	-120.2	0.0
31.2	-120.2	0.0
31.4	-120.2	0.0
31.6	-120.2	0.0
31.8	-120.2	0.0
32.0	-120.2	0.0
32.2	-120.2	0.0
32.4	-120.2	0.0
32.6	-120.2	0.0
32.8	-120.2	0.01
33.0	-120.2	2.11
33.2	-120.2	0.0
33.4	-120.2	0.0
33.6	-120.2	6.48
33.8	-120.2	12.81
34.0	-120.2	18.49
34.2	-120.2	2.95
34.4	-120.2	0.78
34.6	-120.2	8.4
34.8	-120.2	13.8
35.0	-120.2	29.46
35.2	-120.2	2.82
35.4	-120.2	2.88
35.6	-120.2	2.85
35.8	-120.2	60.44
25.0	-120.0	97.92
25.2	-120.0	0.0
25.4	-120.0	0.0
25.6	-120.0	0.0
25.8	-120.0	0.0
26.0	-120.0	0.0
26.2	-120.0	0.0
26.4	-120.0	0.0
26.6	-120.0	0.0
26.8	-120.0	0.0
27.0	-120.0	0.0
27.2	-120.0	0.0
27.4	-120.0	0.0
27.6	-120.0	0.0
27.8	-120.0	0.0
28.0	-120.0	0.0
28.2	-120.0	0.0
28.4	-120.0	0.0
28.6	-120.0	0.0
28.8	-120.0	0.0
29.0	-120.0	0.0
29.2	-120.0	0.0
29.4	-120.0	0.0
29.6	-120.0	0.0
29.8	-120.0	0.0
30.0	-120.0	0.0
30.2	-120.0	0.0
30.4	-120.0	0.0
30.6	-120.0	0.0
30.8	-120.0	0.0
31.0	-120.0	0.0
31.2	-120.0	39.7
31.4	-120.0	63.71
31.6	-120.0	60.96
31.8	-120.0	7.27
32.0	-120.0	0.0
32.2	-120.0	0.0
32.4	-120.0	0.0
32.6	-120.0	0.0
32.8	-120.0	1.21
33.0	-120.0	4.79
33.2	-120.0	0.0
33.4	-120.0	0.0
33.6	-120.0	1.64
33.8	-120.0	18.63
34.0	-120.0	10.4
34.2	-120.0	6.07
34.4	-120.0	5.83
34.6	-120.0	20.05
34.8	-120.0	15.85
35.0	-120.0	10.08
35.2	-120.0	0.0
35.4	-120.0	0.0
35.6	-120.0	4.29
35.8	-120.0	8.97
25.0	-119.8	35.07
25.2	-119.8	0.0
25.4	-119.8	0.0
25.6	-119.8	0.0
25.8	-119.8	0.0
26.0	-119.8	0.0
26.2	-119.8	0.0
26.4	-119.8	0.0
26.6	-119.8	0.0
26.8	-119.8	0.0
27.0	-119.8	0.0
27.2	-119.8	0.0
27.4	-119.8	0.0
27.6	-119.8	0.0
27.8	-119.8	0.0
28.0	-119.8	0.0
28.2	-119.8	0.0
28.4	-119.8	0.0
28.6	-119.8	0.0
28.8	-119.8	0.0
29.0	-119.8	0.0
29.2	-119.8	0.0
29.4	-119.8	0.0
29.6	-119.8	0.0
29.8	-119.8	0.0
30.0	-119.8	0.0
30.2	-119.8	0.0
30.4	-119.8	0.0
30.6	-119.8	0.0
30.8	-119.8	0.0
31.0	-119.8	0.0
31.2	-119.8	63.63
31.4	-119.8	86.83
31.6	-119.8	84.76
31.8	-119.8	14.01
32.0	-119.8	0.0
32.2	-119.8	0.0
32.4	-119.8	0.0
32.6	-119.8	0.0
32.8	-119.8	0.0
33.0	-119.8	0.0
33.2	-119.8	0.0
33.4	-119.8	0.0
33.6	-119.8	0.0
33.8	-119.8	3.59
34.0	-119.8	2.37
34.2	-119.8	1.42
34.4	-119.8	94.2
34.6	-119.8	65.04
34.8	-119.8	9.82
35.0	-119.8	2.81
35.2	-119.8	1.41
35.4	-119.8	0.0
35.6	-119.8	4.87
35.8	-119.8	4.9
25.0	-119.6	39.57
25.2	-119.6	0.0
25.4	-119.6	0.0
25.6	-119.6	0.0
25.8	-119.6	0.0
26.0	-119.6	0.0
26.2	-119.6	0.0
26.4	-119.6	0.0
26.6	-119.6	0.0
26.8	-119.6	0.0
27.0	-119.6	0.0
27.2	-119.6	0.0
27.4	-119.6	0.0
27.6	-119.6	0.0
27.8	-119.6	0.0
28.0	-119.6	0.0
28.2	-119.6	0.0
28.4	-119.6	0.0
28.6	-119.6	0.0
28.8	-119.6	0.0
29.0	-119.6	0.0
29.2	-119.6	0.0
29.4	-119.6	0.0
29.6	-119.6	0.0
29.8	-119.6	0.0
30.0	-119.6	0.0
30.2	-119.6	0.0
30.4	-119.6	0.0
30.6	-119.6	0.0
30.8	-119.6	0.0
31.0	-119.6	0.0
31.2	-119.6	62.56
31.4	-119.6	86.03
31.6	-119.6	83.83
31.8	-119.6	14.01
32.0	-119.6	0.0
32.2	-119.6	0.0
32.4	-119.6	0.0
32.6	-119.6	11.49
32.8	-119.6	2.98
33.0	-119.6	0.0
33.2	-119.6	0.01
33.4	-119.6	2.21
33.6	-119.6	0.0
33.8	-119.6	1.62
34.0	-119.6	3.72
34.2	-119.6	3.96
34.4	-119.6	88.76
34.6	-119.6	50.41
34.8	-119.6	2.94
35.0	-119.6	8.57
35.2	-119.6	9.83
35.4	-119.6	1.44
35.6	-119.6	13.7
35.8	-119.6	10.78
25.0	-119.4	19.25
25.2	-119.4	0.0
25.4	-119.4	0.0
25.6	-119.4	0.0
25.8	-119.4	0.0
26.0	-119.4	0.0
26.2	-119.4	0.0
26.4	-119.4	0.0
26.6	-119.4	0.0
26.8	-119.4	0.0
27.0	-119.4	0.0
27.2	-119.4	0.0
27.4	-119.4	0.0
27.6	-119.4	0.0
27.8	-119.4	0.0
28.0	-119.4	0.0
28.2	-119.4	0.0
28.4	-119.4	0.0
28.6	-119.4	0.0
28.8	-119.4	0.0
29.0	-119.4	0.0
29.2	-119.4	0.0
29.4	-119.4	0.0
29.6	-119.4	0.0
29.8	-119.4	0.0
30.0	-119.4	0.0
30.2	-119.4	0.0
30.4	-119.4	0.0
30.6	-119.4	0.0
30.8	-119.4	0.0
31.0	-119.4	0.0
31.2	-119.4	55.22
31.4	-119.4	80.02
31.6	-119.4	77.66
31.8	-119.4	10.92
32.0	-119.4	0.0
32.2	-119.4	0.0
32.4	-119.4	0.0
32.6	-119.4	7.7
32.8	-119.4	2.74
33.0	-119.4	0.0
33.2	-119.4	9.68
33.4	-119.4	23.39
33.6	-119.4	1.27
33.8	-119.4	13.68
34.0	-119.4	29.54
34.2	-119.4	11.41
34.4	-119.4	16.25
34.6	-119.4	41.74
34.8	-119.4	8.72
35.0	-119.4	20.98
35.2	-119.4	28.72
35.4	-119.4	81.96
35.6	-119.4	22.44
35.8	-119.4	7.54
25.0	-119.2	6.79
25.2	-119.2	0.0
25.4	-119.2	0.0
25.6	-119.2	0.0
25.8	-119.2	0.0
26.0	-119.2	0.0
26.2	-119.2	0.0
26.4	-119.2	0.0
26.6	-119.2	0.0
26.8	-119.2	0.0
27.0	-119.2	0.0
27.2	-119.2	0.0
27.4	-119.2	0.0
27.6	-119.2	0.0
27.8	-119.2	0.0
28.0	-119.2	0.0
28.2	-119.2	0.0
28.4	-119.2	0.0
28.6	-119.2	0.0
28.8	-119.2	0.0
29.0	-119.2	0.0
29.2	-119.2	0.0
29.4	-119.2	0.0
29.6	-119.2	0.0
29.8	-119.2	0.0
30.0	-119.2	0.0
30.2	-119.2	0.0
30.4	-119.2	0.0
30.6	-119.2	0.0
30.8	-119.2	0.0
31.0	-119.2	0.0
31.2	-119.2	53.89
31.4	-119.2	78.81
31.6	-119.2	76.3
31.8	-119.2	10.91
32.0	-119.2	0.0
32.2	-119.2	0.0
32.4	-119.2	0.0
32.6	-119.2	7.79
32.8	-119.2	7.71
33.0	-119.2	4.06
33.2	-119.2	17.28
33.4	-119.2	10.85
33.6	-119.2	22.31
33.8	-119.2	66.86
34.0	-119.2	32.8
34.2	-119.2	27.39
34.4	-119.2	15.46
34.6	-119.2	38.41
34.8	-119.2	17.04
35.0	-119.2	29.7
35.2	-119.2	75.66
35.4	-119.2	96.8
35.6	-119.2	58.36
35.8	-119.2	8.21
25.0	-119.0	0.74
25.2	-119.0	0.0
25.4	-119.0	0.0
25.6	-119.0	0.0
25.8	-119.0	0.0
26.0	-119.0	0.0
26.2	-119.0	0.0
26.4	-119.0	0.0
26.6	-119.0	0.0
26.8	-119.0	0.0
27.0	-119.0	0.0
27.2	-119.0	0.0
27.4	-119.0	0.0
27.6	-119.0	0.0
27.8	-119.0	0.0
28.0	-119.0	0.0
28.2	-119.0	0.0
28.4	-119.0	0.0
28.6	-119.0	0.0
28.8	-119.0	0.0
29.0	-119.0	0.0
29.2	-119.0	0.0
29.4	-119.0	0.0
29.6	-119.0	0.0
29.8	-119.0	0.0
30.0	-119.0	0.0
30.2	-119.0	0.0
30.4	-119.0	0.0
30.6	-119.0	0.0
30.8	-119.0	0.0
31.0	-119.0	0.0
31.2	-119.0	32.1
31.4	-119.0	53.97
31.6	-119.0	52.24
31.8	-119.0	25.67
32.0	-119.0	22.78
32.2	-119.0	14.56
32.4	-119.0	4.3
32.6	-119.0	11.47
32.8	-119.0	0.01
33.0	-119.0	0.03
33.2	-119.0	23.1
33.4	-119.0	11.75
33.6	-119.0	28.07
33.8	-119.0	75.34
34.0	-119.0	22.6
34.2	-119.0	55.43
34.4	-119.0	20.25
34.6	-119.0	29.16
34.8	-119.0	31.81
35.0	-119.0	25.77
35.2	-119.0	81.53
35.4	-119.0	40.46
35.6	-119.0	13.39
35.8	-119.0	4.18
25.0	-118.8	0.02
25.2	-118.8	0.0
25.4	-118.8	0.0
25.6	-118.8	0.0
25.8	-118.8	0.0
26.0	-118.8	0.0
26.2	-118.8	0.0
26.4	-118.8	0.0
26.6	-118.8	0.0
26.8	-118.8	0.0
27.0	-118.8	0.0
27.2	-118.8	0.0
27.4	-118.8	0.0
27.6	-118.8	0.0
27.8	-118.8	0.0
28.0	-118.8	0.0
28.2	-118.8	0.0
28.4	-118.8	0.0
28.6	-118.8	0.0
28.8	-118.8	0.0
29.0	-118.8	0.0
29.2	-118.8	0.0
29.4	-118.8	0.0
29.6	-118.8	0.0
29.8	-118.8	0.0
30.0	-118.8	0.0
30.2	-118.8	0.0
30.4	-118.8	0.0
30.6	-118.8	0.0
30.8	-118.8	0.0
31.0	-118.8	0.0
31.2	-118.8	0.0
31.4	-118.8	0.0
31.6	-118.8	3.75
31.8	-118.8	37.98
32.0	-118.8	40.38
32.2	-118.8	37.67
32.4	-118.8	12.21
32.6	-118.8	14.8
32.8	-118.8	4.44
33.0	-118.8	4.28
33.2	-118.8	14.21
33.4	-118.8	18.22
33.6	-118.8	20.29
33.8	-118.8	20.91
34.0	-118.8	57.73
34.2	-118.8	82.19
34.4	-118.8	62.75
34.6	-118.8	92.61
34.8	-118.8	23.83
35.0	-118.8	19.26
35.2	-118.8	44.05
35.4	-118.8	96.36
35.6	-118.8	75.74
35.8	-118.8	0.79
25.0	-118.6	2.11
25.2	-118.6	0.0
25.4	-118.6	0.0
25.6	-118.6	0.0
25.8	-118.6	0.0
26.0	-118.6	0.0
26.2	-118.6	0.0
26.4	-118.6	0.0
26.6	-118.6	0.0
26.8	-118.6	0.0
27.0	-118.6	0.0
27.2	-118.6	0.0
27.4	-118.6	0.0
27.6	-118.6	0.0
27.8	-118.6	0.0
28.0	-118.6	0.0
28.2	-118.6	0.0
28.4	-118.6	0.0
28.6	-118.6	0.0
28.8	-118.6	0.0
29.0	-118.6	0.0
29.2	-118.6	0.0
29.4	-118.6	0.0
29.6	-118.6	0.0
29.8	-118.6	0.0
30.0	-118.6	0.0
30.2	-118.6	0.0
30.4	-118.6	0.0
30.6	-118.6	0.0
30.8	-118.6	0.0
31.0	-118.6	0.0
31.2	-118.6	0.0
31.4	-118.6	0.0
31.6	-118.6	3.74
31.8	-118.6	33.85
32.0	-118.6	36.37
32.2	-118.6	24.57
32.4	-118.6	4.4
32.6	-118.6	8.01
32.8	-118.6	6.51
33.0	-118.6	49.06
33.2	-118.6	14.33
33.4	-118.6	24.56
33.6	-118.6	18.95
33.8	-118.6	18.58
34.0	-118.6	77.35
34.2	-118.6	90.27
34.4	-118.6	99.79
34.6	-118.6	99.99
34.8	-118.6	33.16
35.0	-118.6	13.44
35.2	-118.6	30.13
35.4	-118.6	91.72
35.6	-118.6	87.16
35.8	-118.6	22.24
25.0	-118.4	15.04
25.2	-118.4	0.0
25.4	-118.4	0.0
25.6	-118.4	0.0
25.8	-118.4	0.0
26.0	-118.4	0.0
26.2	-118.4	0.0
26.4	-118.4	0.0
26.6	-118.4	0.0
26.8	-118.4	0.0
27.0	-118.4	0.0
27.2	-118.4	0.0
27.4	-118.4	0.0
27.6	-118.4	0.0
27.8	-118.4	0.0
28.0	-118.4	0.0
28.2	-118.4	0.0
28.4	-118.4	0.0
28.6	-118.4	0.0
28.8	-118.4	0.0
29.0	-118.4	0.0
29.2	-118.4	0.0
29.4	-118.4	0.0
29.6	-118.4	0.0
29.8	-118.4	0.0
30.0	-118.4	0.0
30.2	-118.4	0.0
30.4	-118.4	0.0
30.6	-118.4	0.0
30.8	-118.4	0.0
31.0	-118.4	0.0
31.2	-118.4	0.0
31.4	-118.4	0.0
31.6	-118.4	0.01
31.8	-118.4	6.25
32.0	-118.4	6.3
32.2	-118.4	4.81
32.4	-118.4	15.06
32.6	-118.4	28.48
32.8	-118.4	11.99
33.0	-118.4	81.87
33.2	-118.4	23.21
33.4	-118.4	11.67
33.6	-118.4	16.73
33.8	-118.4	57.18
34.0	-118.4	76.5
34.2	-118.4	89.26
34.4	-118.4	99.57
34.6	-118.4	99.87
34.8	-118.4	13.5
35.0	-118.4	9.55
35.2	-118.4	31.38
35.4	-118.4	30.96
35.6	-118.4	75.87
35.8	-118.4	52.26
25.0	-118.2	83.11
25.2	-118.2	0.0
25.4	-118.2	0.0
25.6	-118.2	0.0
25.8	-118.2	0.0
26.0	-118.2	0.0
26.2	-118.2	0.0
26.4	-118.2	0.0
26.6	-118.2	0.0
26.8	-118.2	0.0
27.0	-118.2	0.0
27.2	-118.2	0.0
27.4	-118.2	0.0
27.6	-118.2	0.0
27.8	-118.2	0.0
28.0	-118.2	0.0
28.2	-118.2	0.0
28.4	-118.2	0.0
28.6	-118.2	0.0
28.8	-118.2	0.0
29.0	-118.2	0.0
29.2	-118.2	0.0
29.4	-118.2	0.0
29.6	-118.2	0.0
29.8	-118.2	0.0
30.0	-118.2	0.0
30.2	-118.2	0.0
30.4	-118.2	0.0
30.6	-118.2	0.0
30.8	-118.2	0.0
31.0	-118.2	0.0
31.2	-118.2	0.0
31.4	-118.2	0.0
31.6	-118.2	0.0
31.8	-118.2	0.0
32.0	-118.2	0.0
32.2	-118.2	0.01
32.4	-118.2	16.45
32.6	-118.2	66.75
32.8	-118.2	76.87
33.0	-118.2	85.39
33.2	-118.2	9.63
33.4	-118.2	12.13
33.6	-118.2	40.51
33.8	-118.2	70.91
34.0	-118.2	60.5
34.2	-118.2	92.22
34.4	-118.2	51.39
34.6	-118.2	23.06
34.8	-118.2	1.54
35.0	-118.2	2.84
35.2	-118.2	12.8
35.4	-118.2	19.35
35.6	-118.2	39.76
35.8	-118.2	41.25
25.0	-118.0	77.53
25.2	-118.0	0.0
25.4	-118.0	0.0
25.6	-118.0	0.0
25.8	-118.0	0.0
26.0	-118.0	0.0
26.2	-118.0	0.0
26.4	-118.0	0.0
26.6	-118.0	0.0
26.8	-118.0	0.0
27.0	-118.0	0.0
27.2	-118.0	0.0
27.4	-118.0	0.0
27.6	-118.0	0.0
27.8	-118.0	0.0
28.0	-118.0	0.0
28.2	-118.0	0.0
28.4	-118.0	0.0
28.6	-118.0	0.0
28.8	-118.0	0.0
29.0	-118.0	0.0
29.2	-118.0	0.0
29.4	-118.0	0.0
29.6	-118.0	0.0
29.8	-118.0	0.0
30.0	-118.0	0.0
30.2	-118.0	0.0
30.4	-118.0	0.0
30.6	-118.0	0.0
30.8	-118.0	0.0
31.0	-118.0	0.0
31.2	-118.0	0.0
31.4	-118.0	0.0
31.6	-118.0	0.0
31.8	-118.0	0.0
32.0	-118.0	0.0
32.2	-118.0	0.01
32.4	-118.0	3.42
32.6	-118.0	53.52
32.8	-118.0	80.69
33.0	-118.0	74.2
33.2	-118.0	98.82
33.4	-118.0	23.77
33.6	-118.0	40.98
33.8	-118.0	59.37
34.0	-118.0	52.77
34.2	-118.0	95.69
34.4	-118.0	65.95
34.6	-118.0	19.07
34.8	-118.0	1.98
35.0	-118.0	0.0
35.2	-118.0	0.01
35.4	-118.0	9.77
35.6	-118.0	7.03
35.8	-118.0	24.03
25.0	-117.8	66.48
25.2	-117.8	0.0
25.4	-117.8	0.0
25.6	-117.8	0.0
25.8	-117.8	0.0
26.0	-117.8	0.0
26.2	-117.8	0.0
26.4	-117.8	0.0
26.6	-117.8	0.0
26.8	-117.8	0.0
27.0	-117.8	0.0
27.2	-117.8	0.0
27.4	-117.8	0.0
27.6	-117.8	0.0
27.8	-117.8	0.0
28.0	-117.8	0.0
28.2	-117.8	0.0
28.4	-117.8	0.0
28.6	-117.8	0.0
28.8	-117.8	0.0
29.0	-117.8	0.0
29.2	-117.8	0.0
29.4	-117.8	0.0
29.6	-117.8	0.0
29.8	-117.8	0.0
30.0	-117.8	0.0
30.2	-117.8	0.0
30.4	-117.8	0.0
30.6	-117.8	0.0
30.8	-117.8	0.0
31.0	-117.8	0.0
31.2	-117.8	0.0
31.4	-117.8	0.0
31.6	-117.8	0.0
31.8	-117.8	0.0
32.0	-117.8	0.0
32.2	-117.8	7.77
32.4	-117.8	60.68
32.6	-117.8	56.08
32.8	-117.8	94.0
33.0	-117.8	100.0
33.2	-117.8	100.0
33.4	-117.8	77.89
33.6	-117.8	8.94
33.8	-117.8	93.78
34.0	-117.8	100.0
34.2	-117.8	94.29
34.4	-117.8	100.0
34.6	-117.8	92.98
34.8	-117.8	2.36
35.0	-117.8	3.04
35.2	-117.8	0.01
35.4	-117.8	5.23
35.6	-117.8	30.17
35.8	-117.8	59.85
25.0	-117.6	99.57
25.2	-117.6	0.0
25.4	-117.6	0.0
25.6	-117.6	0.0
25.8	-117.6	0.0
26.0	-117.6	0.0
26.2	-117.6	0.0
26.4	-117.6	0.0
26.6	-117.6	0.0
26.8	-117.6	0.0
27.0	-117.6	0.0
27.2	-117.6	0.0
27.4	-117.6	0.0
27.6	-117.6	0.0
27.8	-117.6	0.0
28.0	-117.6	0.0
28.2	-117.6	0.0
28.4	-117.6	0.0
28.6	-117.6	0.0
28.8	-117.6	0.0
29.0	-117.6	0.0
29.2	-117.6	0.0
29.4	-117.6	0.0
29.6	-117.6	0.0
29.8	-117.6	0.0
30.0	-117.6	0.0
30.2	-117.6	0.0
30.4	-117.6	0.0
30.6	-117.6	0.0
30.8	-117.6	0.0
31.0	-117.6	0.0
31.2	-117.6	0.0
31.4	-117.6	0.0
31.6	-117.6	0.0
31.8	-117.6	0.0
32.0	-117.6	0.0
32.2	-117.6	45.26
32.4	-117.6	84.68
32.6	-117.6	44.71
32.8	-117.6	29.51
33.0	-117.6	99.4
33.2	-117.6	99.66
33.4	-117.6	9.79
33.6	-117.6	8.09
33.8	-117.6	15.66
34.0	-117.6	99.38
34.2	-117.6	85.01
34.4	-117.6	99.98
34.6	-117.6	42.57
34.8	-117.6	6.01
35.0	-117.6	10.46
35.2	-117.6	8.32
35.4	-117.6	15.07
35.6	-117.6	16.87
35.8	-117.6	85.8
25.0	-117.4	99.78
25.2	-117.4	0.0
25.4	-117.4	0.0
25.6	-117.4	0.0
25.8	-117.4	0.0
26.0	-117.4	0.0
26.2	-117.4	0.0
26.4	-117.4	0.0
26.6	-117.4	0.0
26.8	-117.4	0.0
27.0	-117.4	0.0
27.2	-117.4	0.0
27.4	-117.4	0.0
27.6	-117.4	0.0
27.8	-117.4	0.0
28.0	-117.4	0.0
28.2	-117.4	0.0
28.4	-117.4	0.0
28.6	-117.4	0.0
28.8	-117.4	0.0
29.0	-117.4	0.0
29.2	-117.4	0.0
29.4	-117.4	0.0
29.6	-117.4	0.0
29.8	-117.4	0.0
30.0	-117.4	0.0
30.2	-117.4	0.0
30.4	-117.4	0.0
30.6	-117.4	0.0
30.8	-117.4	0.0
31.0	-117.4	0.0
31.2	-117.4	0.0
31.4	-117.4	0.0
31.6	-117.4	0.0
31.8	-117.4	0.0
32.0	-117.4	0.0
32.2	-117.4	40.66
32.4	-117.4	29.54
32.6	-117.4	26.55
32.8	-117.4	66.02
33.0	-117.4	77.13
33.2	-117.4	13.75
33.4	-117.4	1.81
33.6	-117.4	3.0
33.8	-117.4	43.74
34.0	-117.4	78.76
34.2	-117.4	96.47
34.4	-117.4	99.71
34.6	-117.4	37.69
34.8	-117.4	3.69
35.0	-117.4	10.69
35.2	-117.4	12.65
35.4	-117.4	59.28
35.6	-117.4	13.92
35.8	-117.4	45.27
25.0	-117.2	59.45
25.2	-117.2	0.0
25.4	-117.2	0.0
25.6	-117.2	0.0
25.8	-117.2	0.0
26.0	-117.2	0.0
26.2	-117.2	0.0
26.4	-117.2	0.0
26.6	-117.2	0.0
26.8	-117.2	0.0
27.0	-117.2	0.0
27.2	-117.2	0.0
27.4	-117.2	0.0
27.6	-117.2	0.0
27.8	-117.2	0.0
28.0	-117.2	0.0
28.2	-117.2	0.0
28.4	-117.2	0.0
28.6	-117.2	0.0
28.8	-117.2	0.0
29.0	-117.2	0.0
29.2	-117.2	0.0
29.4	-117.2	0.0
29.6	-117.2	0.0
29.8	-117.2	0.0
30.0	-117.2	0.0
30.2	-117.2	0.0
30.4	-117.2	0.0
30.6	-117.2	0.0
30.8	-117.2	0.0
31.0	-117.2	0.0
31.2	-117.2	0.0
31.4	-117.2	0.0
31.6	-117.2	0.0
31.8	-117.2	0.0
32.0	-117.2	0.0
32.2	-117.2	20.29
32.4	-117.2	5.07
32.6	-117.2	8.49
32.8	-117.2	77.36
33.0	-117.2	91.48
33.2	-117.2	0.0
33.4	-117.2	0.0
33.6	-117.2	23.6
33.8	-117.2	62.84
34.0	-117.2	91.94
34.2	-117.2	99.68
34.4	-117.2	93.37
34.6	-117.2	22.01
34.8	-117.2	2.16
35.0	-117.2	11.63
35.2	-117.2	17.72
35.4	-117.2	67.41
35.6	-117.2	29.7
35.8	-117.2	36.56
25.0	-117.0	59.32
25.2	-117.0	0.0
25.4	-117.0	0.0
25.6	-117.0	0.0
25.8	-117.0	0.0
26.0	-117.0	0.0
26.2	-117.0	0.0
26.4	-117.0	0.0
26.6	-117.0	0.0
26.8	-117.0	0.0
27.0	-117.0	0.0
27.2	-117.0	0.0
27.4	-117.0	0.0
27.6	-117.0	0.0
27.8	-117.0	0.0
28.0	-117.0	0.0
28.2	-117.0	0.0
28.4	-117.0	0.0
28.6	-117.0	0.0
28.8	-117.0	0.0
29.0	-117.0	0.0
29.2	-117.0	0.0
29.4	-117.0	0.0
29.6	-117.0	1.33
29.8	-117.0	15.45
30.0	-117.0	16.6
30.2	-117.0	8.7
30.4	-117.0	0.0
30.6	-117.0	1.45
30.8	-117.0	16.71
31.0	-117.0	17.95
31.2	-117.0	9.84
31.4	-117.0	0.89
31.6	-117.0	0.82
31.8	-117.0	0.07
32.0	-117.0	0.0
32.2	-117.0	16.8
32.4	-117.0	19.21
32.6	-117.0	17.11
32.8	-117.0	44.78
33.0	-117.0	6.85
33.2	-117.0	3.49
33.4	-117.0	19.78
33.6	-117.0	72.6
33.8	-117.0	69.76
34.0	-117.0	91.71
34.2	-117.0	99.74
34.4	-117.0	100.0
34.6	-117.0	99.94
34.8	-117.0	35.6
35.0	-117.0	81.66
35.2	-117.0	99.99
35.4	-117.0	65.6
35.6	-117.0	7.0
35.8	-117.0	23.06
25.0	-116.8	12.71
25.2	-116.8	0.0
25.4	-116.8	0.0
25.6	-116.8	0.0
25.8	-116.8	0.0
26.0	-116.8	0.0
26.2	-116.8	0.0
26.4	-116.8	0.0
26.6	-116.8	0.0
26.8	-116.8	0.0
27.0	-116.8	0.0
27.2	-116.8	0.0
27.4	-116.8	0.0
27.6	-116.8	0.0
27.8	-116.8	0.0
28.0	-116.8	0.0
28.2	-116.8	0.0
28.4	-116.8	0.0
28.6	-116.8	0.0
28.8	-116.8	0.0
29.0	-116.8	0.0
29.2	-116.8	0.0
29.4	-116.8	0.0
29.6	-116.8	2.65
29.8	-116.8	28.5
30.0	-116.8	30.45
30.2	-116.8	16.63
30.4	-116.8	0.0
30.6	-116.8	2.88
30.8	-116.8	30.63
31.0	-116.8	32.68
31.2	-116.8	18.71
31.4	-116.8	1.77
31.6	-116.8	1.64
31.8	-116.8	0.14
32.0	-116.8	0.0
32.2	-116.8	26.31
32.4	-116.8	34.3
32.6	-116.8	11.61
32.8	-116.8	21.41
33.0	-116.8	7.39
33.2	-116.8	15.91
33.4	-116.8	61.47
33.6	-116.8	86.78
33.8	-116.8	98.95
34.0	-116.8	94.62
34.2	-116.8	100.0
34.4	-116.8	100.0
34.6	-116.8	100.0
34.8	-116.8	98.59
35.0	-116.8	75.37
35.2	-116.8	99.94
35.4	-116.8	59.14
35.6	-116.8	15.84
35.8	-116.8	15.91
25.0	-116.6	24.64
25.2	-116.6	0.0
25.4	-116.6	0.0
25.6	-116.6	0.0
25.8	-116.6	0.0
26.0	-116.6	0.0
26.2	-116.6	0.0
26.4	-116.6	0.0
26.6	-116.6	0.0
26.8	-116.6	0.0
27.0	-116.6	0.0
27.2	-116.6	0.0
27.4	-116.6	0.0
27.6	-116.6	0.0
27.8	-116.6	0.0
28.0	-116.6	0.0
28.2	-116.6	0.0
28.4	-116.6	0.0
28.6	-116.6	0.0
28.8	-116.6	0.0
29.0	-116.6	0.0
29.2	-116.6	2.05
29.4	-116.6	4.09
29.6	-116.6	6.66
29.8	-116.6	25.36
30.0	-116.6	27.37
30.2	-116.6	14.8
30.4	-116.6	0.0
30.6	-116.6	2.88
30.8	-116.6	27.37
31.0	-116.6	29.5
31.2	-116.6	16.71
31.4	-116.6	1.55
31.6	-116.6	1.42
31.8	-116.6	3.72
32.0	-116.6	3.62
32.2	-116.6	27.84
32.4	-116.6	67.88
32.6	-116.6	24.33
32.8	-116.6	10.76
33.0	-116.6	5.22
33.2	-116.6	68.16
33.4	-116.6	85.88
33.6	-116.6	99.67
33.8	-116.6	99.51
34.0	-116.6	91.92
34.2	-116.6	100.0
34.4	-116.6	100.0
34.6	-116.6	100.0
34.8	-116.6	100.0
35.0	-116.6	97.91
35.2	-116.6	81.61
35.4	-116.6	18.64
35.6	-116.6	10.47
35.8	-116.6	12.02
25.0	-116.4	33.41
25.2	-116.4	0.0
25.4	-116.4	0.0
25.6	-116.4	0.0
25.8	-116.4	0.0
26.0	-116.4	0.0
26.2	-116.4	0.0
26.4	-116.4	0.0
26.6	-116.4	0.0
26.8	-116.4	0.0
27.0	-116.4	0.0
27.2	-116.4	0.0
27.4	-116.4	0.0
27.6	-116.4	0.0
27.8	-116.4	0.0
28.0	-116.4	0.0
28.2	-116.4	0.0
28.4	-116.4	0.0
28.6	-116.4	0.0
28.8	-116.4	0.0
29.0	-116.4	0.0
29.2	-116.4	14.52
29.4	-116.4	26.95
29.6	-116.4	25.03
29.8	-116.4	6.71
30.0	-116.4	4.24
30.2	-116.4	2.16
30.4	-116.4	0.0
30.6	-116.4	0.14
30.8	-116.4	6.11
31.0	-116.4	6.28
31.2	-116.4	3.32
31.4	-116.4	0.22
31.6	-116.4	2.36
31.8	-116.4	20.86
32.0	-116.4	22.58
32.2	-116.4	96.29
32.4	-116.4	94.98
32.6	-116.4	35.18
32.8	-116.4	12.53
33.0	-116.4	88.79
33.2	-116.4	98.92
33.4	-116.4	98.97
33.6	-116.4	100.0
33.8	-116.4	98.1
34.0	-116.4	100.0
34.2	-116.4	100.0
34.4	-116.4	100.0
34.6	-116.4	100.0
34.8	-116.4	100.0
